name,short_name,gender,birth_date,birth_place,birth_country,country,country_code,discipline,discipline_code,residence_place,residence_country,sport_class,url
MARZINKE Yvonne,MARZINKE Y,Female,1976-06-15,MUNICH,Germany,Austria,AUT,Cycling Road,CRD,MONDSEE,Austria,C2,../../../en/results/cycling-road/athlete-profile-n1341736-marzinke-yvonne.htm
MARZINKE Yvonne,MARZINKE Y,Female,1976-06-15,MUNICH,Germany,Austria,AUT,Cycling Track,CTR,MONDSEE,Austria,C2,../../../en/results/cycling-track/athlete-profile-n1341736-marzinke-yvonne.htm
MASAKI Kento,MASAKI K,Male,1987-08-09,AWAJI,Japan,Japan,JPN,Judo,JUD,,,B2,../../../en/results/judo/athlete-profile-n1681506-masaki-kento.htm
MASON Brittni,MASON B,Female,1998-04-19,"CLEVELAND, OH",United States of America,United States of America,USA,Athletics,ATH,"YPSILANTI, MI",United States of America,T46,../../../en/results/athletics/athlete-profile-n1662375-mason-brittni.htm
MASON Eliana,MASON E,Female,1995-09-01,"PORTLAND, OR",United States of America,United States of America,USA,Goalball,GBL,"BEAVERTON, OR",United States of America,B3,../../../en/results/goalball/athlete-profile-n1690597-mason-eliana.htm
MASOUD Sara Hamdi,MASOUD SH,Female,1986-08-14,DOHA,Qatar,Qatar,QAT,Athletics,ATH,DOHA,Qatar,F33,../../../en/results/athletics/athlete-profile-n1386790-masoud-sara-hamdi.htm
MASSOUD Hossam Massoud,MASSOUD HM,Male,1979-06-13,,,Egypt,EGY,Sitting Volleyball,VBS,AL FAYYUM,Egypt,VS1,../../../en/results/sitting-volleyball/athlete-profile-n1632167-massoud-hossam-massoud.htm
MASTERS Oksana,MASTERS O,Female,1989-06-19,KHMELNYTSKYI,Ukraine,United States of America,USA,Cycling Road,CRD,UNITED STATES,,H5,../../../en/results/cycling-road/athlete-profile-n1717650-masters-oksana.htm
MASUGE Edwin,MASUGE E,Male,2000-03-04,MOSHUPA,Botswana,Botswana,BOT,Athletics,ATH,MOCHUDI,Botswana,T13,../../../en/results/athletics/athlete-profile-n1444535-masuge-edwin.htm
MATAKAS Edgaras,MATAKAS E,Male,1998-10-23,KAUNAS,Lithuania,Lithuania,LTU,Swimming,SWM,KAUNAS,Lithuania,"SB11,S11",../../../en/results/swimming/athlete-profile-n1727684-matakas-edgaras.htm
MATEO URIARTE Rakel,MATEO URIARTE R,Female,1975-06-13,MUNGUIA,Spain,Spain,ESP,Triathlon,TRI,MUNGUIA,Spain,PTS2,../../../en/results/triathlon/athlete-profile-n1531777-mateo-uriarte-rakel.htm
MATERA Douglas,MATERA D,Male,1993-05-08,RIO DE JANEIRO,Brazil,Brazil,BRA,Swimming,SWM,,,"S13,SM13",../../../en/results/swimming/athlete-profile-n1377764-matera-douglas.htm
MATHER Kevin,MATHER K,Male,1982-08-25,,,United States of America,USA,Archery,ARC,"LAKEWOOD, CA",United States of America,W2,../../../en/results/archery/athlete-profile-n1662322-mather-kevin.htm
MATHEWSON Dana,MATHEWSON D,Female,1990-12-19,"SAN DIEGO, CA",United States of America,United States of America,USA,Wheelchair Tennis,WTE,"ORLANDO, FL",United States of America,WT,../../../en/results/wheelchair-tennis/athlete-profile-n1691795-mathewson-dana.htm
MATHEZ Cynthia,MATHEZ C,Female,1985-10-10,,Switzerland,Switzerland,SUI,Badminton,BDM,OLTEN,Switzerland,WH1,../../../en/results/badminton/athlete-profile-n1520763-mathez-cynthia.htm
MATIC Nada,MATIC N,Female,1984-06-10,OSECINA,Serbia,Serbia,SRB,Table Tennis,TTE,,,4,../../../en/results/table-tennis/athlete-profile-n1727954-matic-nada.htm
MATIJASEVIC Nemanja,MATIJASEVIC N,Male,1998-02-03,CACAK,Serbia,Serbia,SRB,Athletics,ATH,BELGRADE,Serbia,T47,../../../en/results/athletics/athlete-profile-n1725141-matijasevic-nemanja.htm
MATIZ RUIZ Edwin Fabian,MATIZ RUIZ EF,Male,1992-11-06,BOGOTA,Colombia,Colombia,COL,Cycling Road,CRD,BOGOTA,Colombia,C5,../../../en/results/cycling-road/athlete-profile-n1370338-matiz-ruiz-edwin-fabian.htm
MATIZ RUIZ Edwin Fabian,MATIZ RUIZ EF,Male,1992-11-06,BOGOTA,Colombia,Colombia,COL,Cycling Track,CTR,BOGOTA,Colombia,C5,../../../en/results/cycling-track/athlete-profile-n1370338-matiz-ruiz-edwin-fabian.htm
MATLO Yaryna,MATLO Y,Female,1990-10-23,NOVYI ROZDIL,Ukraine,Ukraine,UKR,Swimming,SWM,MARIUPOL,Ukraine,"S12,SB12",../../../en/results/swimming/athlete-profile-n1352904-matlo-yaryna.htm
MATON Polly,MATON P,Female,1999-10-23,,Great Britain,Great Britain,GBR,Athletics,ATH,,,T46,../../../en/results/athletics/athlete-profile-n1727818-maton-polly.htm
MATSUMOTO Mieko,MATSUMOTO M,Female,1969-04-24,SENDAI,Japan,Japan,JPN,Wheelchair Fencing,WFE,FUCHU,Japan,A,../../../en/results/wheelchair-fencing/athlete-profile-n1717270-matsumoto-mieko.htm
MATSUMOTO Takeru,MATSUMOTO T,Male,2001-08-25,CHIBA,Japan,Japan,JPN,Athletics,ATH,TOKYO,Japan,T36,../../../en/results/athletics/athlete-profile-n1728125-matsumoto-takeru.htm
MATSUMOTO Yoshikazu,MATSUMOTO Y,Male,1962-06-30,OSAKA,Japan,Japan,JPN,Judo,JUD,OSAKA,Japan,B1,../../../en/results/judo/athlete-profile-n1681507-matsumoto-yoshikazu.htm
MATTHEWS Monique,MATTHEWS M,Female,1989-08-11,"RENO, NV",United States of America,United States of America,USA,Sitting Volleyball,VBS,"EDMOND, OK",United States of America,VS1,../../../en/results/sitting-volleyball/athlete-profile-n1691693-matthews-monique.htm
MATTHEWS Thomas,MATTHEWS T,Male,1992-08-19,MERTHYR TYDFIL,Great Britain,Great Britain,GBR,Table Tennis,TTE,GREAT BRITAIN,,1,../../../en/results/table-tennis/athlete-profile-n1698417-matthews-thomas.htm
MATTILA Esa-Pekka,MATTILA EP,Male,1989-03-07,ESPOO,Finland,Finland,FIN,Athletics,ATH,HELSINKI,Finland,T54,../../../en/results/athletics/athlete-profile-n1710987-mattila-esa-pekka.htm
MATZINGER Guenther,MATZINGER G,Male,1987-05-16,TAMSWEG,Austria,Austria,AUT,Triathlon,TRI,SALZBURG,Austria,PTS5,../../../en/results/triathlon/athlete-profile-n1350905-matzinger-guenther.htm
MAUREL Brice,MAUREL B,Male,1988-02-23,MONTPELLIER,France,France,FRA,Wheelchair Rugby,WRU,MAUGUIO,France,2.5,../../../en/results/wheelchair-rugby/athlete-profile-n1358021-maurel-brice.htm
MAYA Iuliia,MAYA I,Female,1981-07-07,OMSK,Russian Federation,RPC,RPC,Wheelchair Fencing,WFE,OMSK,Russian Federation,A,../../../en/results/wheelchair-fencing/athlete-profile-n1302722-maya-iuliia.htm
MAYER Svenja,MAYER S,Female,1991-05-21,AMBERG,Germany,Germany,GER,Wheelchair Basketball,WBK,WIESBADEN,Germany,2.5,../../../en/results/wheelchair-basketball/athlete-profile-n1336500-mayer-svenja.htm
MAYHUGH Nick,MAYHUGH N,Male,1996-02-27,"FAIRFAX, VA",United States of America,United States of America,USA,Athletics,ATH,"CHARLOTTE, NC",United States of America,T37,../../../en/results/athletics/athlete-profile-n1662559-mayhugh-nick.htm
MAYOMBO MUKENDI Paulin,MAYOMBO MUKENDI P,Male,1986-03-09,KINSHASA,Democratic Republic of the Congo,Democratic Republic of the Congo,COD,Athletics,ATH,KINSHASA,Democratic Republic of the Congo,F57,../../../en/results/athletics/athlete-profile-n1543364-mayombo-mukendi-paulin.htm
MAZHULA Maryna,MAZHULA M,Female,1983-04-24,MYKOLAYIV,Ukraine,Ukraine,UKR,Canoe Sprint,CSP,UKRAINE,,KL1,../../../en/results/canoe-sprint/athlete-profile-n1324964-mazhula-maryna.htm
MAZIN Mohamed,MAZIN M,Male,1986-04-03,,Maldives,Maldives,MDV,Athletics,ATH,MALE,Maldives,T11,../../../en/results/athletics/athlete-profile-n1313131-mazin-mohamed.htm
MAZUR Anastasiia,MAZUR A,Female,1990-06-28,DEDOVSK,Russian Federation,RPC,RPC,Goalball,GBL,ZHUKOVSKIY,Russian Federation,B3,../../../en/results/goalball/athlete-profile-n1292349-mazur-anastasiia.htm
MAZUR Joanna,MAZUR J,Female,1990-03-13,SZCZUCIN,Poland,Poland,POL,Athletics,ATH,KRAKOW,Poland,T11,../../../en/results/athletics/athlete-profile-n1717625-mazur-joanna.htm
MAZUR Lucas,MAZUR L,Male,1997-11-18,ORLEANS,France,France,FRA,Badminton,BDM,TOURS,France,SL4,../../../en/results/badminton/athlete-profile-n1358161-mazur-lucas.htm
MAZZONE Luca,MAZZONE L,Male,1971-05-03,TERLIZZI,Italy,Italy,ITA,Cycling Road,CRD,,,H2,../../../en/results/cycling-road/athlete-profile-n1687180-mazzone-luca.htm
Mc CARTHY Niamh,Mc CARTHY N,Female,1994-01-04,CORK,Ireland,Ireland,IRL,Athletics,ATH,CORK,Ireland,F41,../../../en/results/athletics/athlete-profile-n1301461-mc-carthy-niamh.htm
Mc ELVENNY Eric,Mc ELVENNY E,Male,1983-05-12,,,United States of America,USA,Triathlon,TRI,"PITTSBURGH, PA",United States of America,PTS4,../../../en/results/triathlon/athlete-profile-n1691655-mc-elvenny-eric.htm
McCLAMMER Chelsea,McCLAMMER C,Female,1994-03-01,"RICHLAND, WA",United States of America,United States of America,USA,Athletics,ATH,,,T53,../../../en/results/athletics/athlete-profile-n1662386-mcclammer-chelsea.htm
McCLEMENTS Barry,McCLEMENTS B,Male,2001-12-06,DUNDONALD,Great Britain,Ireland,IRL,Swimming,SWM,COMBER,Great Britain,"S9,SM9",../../../en/results/swimming/athlete-profile-n1301371-mcclements-barry.htm
McCONNELL Ashleigh,McCONNELL A,Female,1996-03-26,"MELBOURNE, VIC",Australia,Australia,AUS,Swimming,SWM,,,S9,../../../en/results/swimming/athlete-profile-n1498338-mcconnell-ashleigh.htm
McCOWAN Jamie,McCOWAN J,Male,1995-03-02,,,Great Britain,GBR,Boccia,BOC,,,BC3,../../../en/results/boccia/athlete-profile-n1698801-mccowan-jamie.htm
McCOWAN Scott,McCOWAN S,Male,1991-07-17,,Great Britain,Great Britain,GBR,Boccia,BOC,PRESTWICK,Great Britain,BC3,../../../en/results/boccia/athlete-profile-n1698796-mccowan-scott.htm
McCRACKEN Rheed,McCRACKEN R,Male,1997-01-20,"BUNDABERG, QLD",Australia,Australia,AUS,Athletics,ATH,"NEWCASTLE, NSW",Australia,T34,../../../en/results/athletics/athlete-profile-n1416009-mccracken-rheed.htm
McCREA Leo,McCREA L,Male,2003-11-09,,,Switzerland,SUI,Swimming,SWM,POOLE,Great Britain,"SB5,S6,SM6",../../../en/results/swimming/athlete-profile-n1717322-mccrea-leo.htm
McFADDEN Tatyana,McFADDEN T,Female,1989-04-21,ST. PETERSBURG,Russian Federation,United States of America,USA,Athletics,ATH,"CHAMPAIGN, IL",United States of America,T54,../../../en/results/athletics/athlete-profile-n1572938-mcfadden-tatyana.htm
McGLYNN OBE Aileen,McGLYNN OBE A,Female,1973-06-22,PAISLEY,Great Britain,Great Britain,GBR,Cycling Track,CTR,MANCHESTER,Great Britain,B,../../../en/results/cycling-track/athlete-profile-n1720670-mcglynn-obe-aileen.htm
McGRATH Curtis,McGRATH C,Male,1988-03-31,,,Australia,AUS,Canoe Sprint,CSP,,,"KL2,VL3",../../../en/results/canoe-sprint/athlete-profile-n1409604-mcgrath-curtis.htm
McGRORY Amanda,McGRORY A,Female,1986-06-09,"KENNETT SQUARE, PA",United States of America,United States of America,USA,Athletics,ATH,"COLORADO SPRINGS, CO",United States of America,T54,../../../en/results/athletics/athlete-profile-n1662344-mcgrory-amanda.htm
McGUIRE Stephen,McGUIRE S,Male,1984-08-18,BELLSHILL,Great Britain,Great Britain,GBR,Boccia,BOC,HAMILTON,Great Britain,BC4,../../../en/results/boccia/athlete-profile-n1698797-mcguire-stephen.htm
McINTOSH Sam,McINTOSH S,Male,1990-07-13,"GEELONG, VIC",Australia,Australia,AUS,Athletics,ATH,,,T52,../../../en/results/athletics/athlete-profile-n1416010-mcintosh-sam.htm
McKIBBIN Aaron,McKIBBIN A,Male,1991-08-27,LONDON,Great Britain,Great Britain,GBR,Table Tennis,TTE,GREAT BRITAIN,,8,../../../en/results/table-tennis/athlete-profile-n1698413-mckibbin-aaron.htm
McKILLOP Michael,McKILLOP M,Male,1990-01-27,BALLYMENA,Great Britain,Ireland,IRL,Athletics,ATH,BELFAST,Great Britain,T37,../../../en/results/athletics/athlete-profile-n1301441-mckillop-michael.htm
McPHAIL John,McPHAIL J,Male,1989-12-30,,,Australia,AUS,Wheelchair Basketball,WBK,WIESBADEN,Germany,3.0,../../../en/results/wheelchair-basketball/athlete-profile-n1425564-mcphail-john.htm
McSHANE Matthew,McSHANE M,Male,1990-11-01,"MELBOURNE, VIC",Australia,Australia,AUS,Wheelchair Basketball,WBK,"GOLD COAST, QLD",Australia,1.5,../../../en/results/wheelchair-basketball/athlete-profile-n1425565-mcshane-matthew.htm
McTERNAN Madeleine,McTERNAN M,Female,2000-12-29,,,Australia,AUS,Swimming,SWM,"GOLD COAST, QLD",Australia,S14,../../../en/results/swimming/athlete-profile-n1498339-mcternan-madeleine.htm
MEAD Rory,MEAD R,Male,1987-01-31,,,New Zealand,NZL,Cycling Road,CRD,"COLUMBUS, OH",United States of America,H2,../../../en/results/cycling-road/athlete-profile-n1616450-mead-rory.htm
MEBARKI Omar,MEBARKI O,Male,1994-02-05,,,Algeria,ALG,Goalball,GBL,,,B2,../../../en/results/goalball/athlete-profile-n1449371-mebarki-omar.htm
MEDCHAINOVA Veronika,MEDCHAINOVA V,Female,1994-02-13,TYUMEN,Russian Federation,RPC,RPC,Swimming,SWM,OMSK,Russian Federation,S2,../../../en/results/swimming/athlete-profile-n1325640-medchainova-veronika.htm
MEDEIROS Rafael,MEDEIROS R,Male,1990-01-07,,,Brazil,BRA,Wheelchair Tennis,WTE,,,WT,../../../en/results/wheelchair-tennis/athlete-profile-n1361669-medeiros-rafael.htm
MEDEIROS Tayana,MEDEIROS T,Female,1993-03-14,RIO DE JANEIRO,Brazil,Brazil,BRA,Powerlifting,PWL,RIO DE JANEIRO,Brazil,PWL,../../../en/results/powerlifting/athlete-profile-n1377761-medeiros-tayana.htm
MEDELL Evan,MEDELL E,Male,1997-03-31,,,United States of America,USA,Taekwondo,TKW,"GRAND HAVEN, MI",United States of America,K44,../../../en/results/taekwondo/athlete-profile-n1740288-medell-evan.htm
MEDIC Asim,MEDIC A,Male,1969-08-03,SARAJEVO,Bosnia and Herzegovina,Bosnia and Herzegovina,BIH,Sitting Volleyball,VBS,,,VS2,../../../en/results/sitting-volleyball/athlete-profile-n1391225-medic-asim.htm
MEDJMEDJ Nadia,MEDJMEDJ N,Female,1974-03-20,CONSTANTINE,Algeria,Algeria,ALG,Athletics,ATH,CONSTANTINE,Algeria,F56,../../../en/results/athletics/athlete-profile-n1362679-medjmedj-nadia.htm
MEDNIKOVA Iuliia,MEDNIKOVA I,Female,1983-03-08,KRASNOYARSK,Russian Federation,RPC,RPC,Sitting Volleyball,VBS,MOSCOW,Russian Federation,VS2,../../../en/results/sitting-volleyball/athlete-profile-n1292226-mednikova-iuliia.htm
MEGAHAMULEA GADARA Sampath Bandara,MEGAHAMULEA GADAR.,Male,1989-07-24,,Sri Lanka,Sri Lanka,SRI,Archery,ARC,,,ST,../../../en/results/archery/athlete-profile-n1584307-megahamulea-gadara-sampath-bandara.htm
MEGUEDDEM Abdelkarim,MEGUEDDEM A,Male,1986-06-04,M'SILA,Algeria,Algeria,ALG,Wheelchair Basketball,WBK,M'SILA,Algeria,3.0,../../../en/results/wheelchair-basketball/athlete-profile-n1375142-megueddem-abdelkarim.htm
MEHIDEB Ahmed,MEHIDEB A,Male,1995-01-18,EL MILIA,Algeria,Algeria,ALG,Athletics,ATH,,,F32,../../../en/results/athletics/athlete-profile-n1436936-mehideb-ahmed.htm
MEHIMDA Nebia,MEHIMDA N,Female,1985-07-31,ORAN,Algeria,Algeria,ALG,Wheelchair Basketball,WBK,ORAN,Algeria,3.0,../../../en/results/wheelchair-basketball/athlete-profile-n1363780-mehimda-nebia.htm
MEHRAVAN Mehrzad,MEHRAVAN M,Male,1987-04-04,KARAJ,Islamic Republic of Iran,Islamic Republic of Iran,IRI,Sitting Volleyball,VBS,KARAJ,Islamic Republic of Iran,VS1,../../../en/results/sitting-volleyball/athlete-profile-n1521501-mehravan-mehrzad.htm
MEHRZADSELAKJANI Morteza,MEHRZADSELAKJANI M,Male,1987-09-17,,Islamic Republic of Iran,Islamic Republic of Iran,IRI,Sitting Volleyball,VBS,IRAN,,VS1,../../../en/results/sitting-volleyball/athlete-profile-n1561893-mehrzadselakjani-morteza.htm
MEIER Olivia,MEIER O,Female,1999-04-14,,,Canada,CAN,Badminton,BDM,"WINNIPEG, MB",Canada,SL4,../../../en/results/badminton/athlete-profile-n1525558-meier-olivia.htm
MEISTER Nora,MEISTER N,Female,2003-01-06,,,Switzerland,SUI,Swimming,SWM,LENZBURG,Switzerland,S6,../../../en/results/swimming/athlete-profile-n1717325-meister-nora.htm
MEJIAS VILORIA Wendis,MEJIAS VILORIA W,Female,2001-04-14,VALENCIA,Venezuela,Venezuela,VEN,Athletics,ATH,VALENCIA,Venezuela,F34,../../../en/results/athletics/athlete-profile-n1440857-mejias-viloria-wendis.htm
MELLBERG Bree,MELLBERG B,Female,1990-04-14,,,Australia,AUS,Wheelchair Basketball,WBK,"MELBOURNE, VIC",Australia,3.0,../../../en/results/wheelchair-basketball/athlete-profile-n1425541-mellberg-bree.htm
MELLE Ieva,MELLE I,Female,1985-04-01,SMILTENE,Latvia,Latvia,LAT,Archery,ARC,BELLUNO,Italy,W2,../../../en/results/archery/athlete-profile-n1343955-melle-ieva.htm
MELO RODRIGUES Phelipe Andrews,MELO RODRIGUES PA,Male,1990-08-10,RECIFE,Brazil,Brazil,BRA,Swimming,SWM,SAO PAULO,Brazil,S10,../../../en/results/swimming/athlete-profile-n1361243-melo-rodrigues-phelipe-andrews.htm
MELONE de OLIVEIRA Gabriel,MELONE de OLIVEIRA,Male,1999-02-03,CUBATAO,Brazil,Brazil,BRA,Swimming,SWM,PRAIA GRANDE,Brazil,S6,../../../en/results/swimming/athlete-profile-n1406391-melone-de-oliveira-gabriel.htm
MELTON Charles,MELTON C,Male,1978-08-20,"MADISONVILLE, KY",United States of America,United States of America,USA,Wheelchair Rugby,WRU,"HOYLETON, IL",United States of America,2.0,../../../en/results/wheelchair-rugby/athlete-profile-n1691772-melton-charles.htm
MELYMICK Lee,MELYMICK L,Male,1995-01-09,"TORONTO, ON",Canada,Canada,CAN,Wheelchair Basketball,WBK,"ETOBICOKE, ON",Canada,1.0,../../../en/results/wheelchair-basketball/athlete-profile-n1561930-melymick-lee.htm
MENCIOTTI Riccardo,MENCIOTTI R,Male,1994-09-28,TERNI,Italy,Italy,ITA,Swimming,SWM,,,"S10,SM10",../../../en/results/swimming/athlete-profile-n1683833-menciotti-riccardo.htm
MENDAK Joanna,MENDAK J,Female,1989-02-16,SUWALKI,Poland,Poland,POL,Swimming,SWM,SUWALKI,Poland,S13,../../../en/results/swimming/athlete-profile-n1375097-mendak-joanna.htm
MENDES da SILVA Daniel,MENDES da SILVA D,Male,1979-06-15,NOVA VENECIA,Brazil,Brazil,BRA,Athletics,ATH,,,T11,../../../en/results/athletics/athlete-profile-n1402436-mendes-da-silva-daniel.htm
MENDES Manuel,MENDES M,Male,1971-04-14,NESPEREIRA,Portugal,Portugal,POR,Athletics,ATH,GUIMARAES,Portugal,T46,../../../en/results/athletics/athlete-profile-n1304566-mendes-manuel.htm
MENDES Raimundo,MENDES R,Male,1987-08-19,OROCO,Brazil,Brazil,BRA,Football 5-a-side,FB5,PETROLINA,Brazil,B1,../../../en/results/football-5-a-side/athlete-profile-n1353127-mendes-raimundo.htm
MENDES SANCHEZ Poleth Isamar,MENDES SANCHEZ PI,Female,1996-02-04,CARPUELA,Ecuador,Ecuador,ECU,Athletics,ATH,,,F20,../../../en/results/athletics/athlete-profile-n1334898-mendes-sanchez-poleth-isamar.htm
MENDEZ Anais,MENDEZ A,Female,2000-01-18,TUMBATU,Ecuador,Ecuador,ECU,Athletics,ATH,,,F20,../../../en/results/athletics/athlete-profile-n1437219-mendez-anais.htm
MENESES Marco,MENESES M,Male,2001-03-15,CASTRO DAIRE,Portugal,Portugal,POR,Swimming,SWM,CASTRO DAIRE,Portugal,"S11,SM11",../../../en/results/swimming/athlete-profile-n1305360-meneses-marco.htm
MENESES MEDINA Diego Fernando,MENESES MEDINA DF,Male,1998-07-07,YUMBO,Colombia,Colombia,COL,Athletics,ATH,,,F34,../../../en/results/athletics/athlete-profile-n1352625-meneses-medina-diego-fernando.htm
MENGUE PAMBO Audrey Fabiola,MENGUE PAMBO AF,Female,1989-05-16,,,Gabon,GAB,Athletics,ATH,LIBREVILLE,Gabon,F57,../../../en/results/athletics/athlete-profile-n1616717-mengue-pambo-audrey-fabiola.htm
MENGUY Gaetan,MENGUY G,Male,1983-04-16,,,France,FRA,Wheelchair Tennis,WTE,,,WT,../../../en/results/wheelchair-tennis/athlete-profile-n1358152-menguy-gaetan.htm
MENIGSTU Tigist Gezahagn,MENIGSTU TG,Female,2000-03-12,,Ethiopia,Ethiopia,ETH,Athletics,ATH,DEBRE BIRHAN,Ethiopia,T13,../../../en/results/athletics/athlete-profile-n1724927-menigstu-tigist-gezahagn.htm
MENJE Merle Marie,MENJE MM,Female,2004-08-19,MAINZ,Germany,Germany,GER,Athletics,ATH,,,T54,../../../en/results/athletics/athlete-profile-n1374879-menje-merle-marie.htm
MERESHKO Yelyzaveta,MERESHKO Y,Female,1992-07-08,KHERSON,Ukraine,Ukraine,UKR,Swimming,SWM,KHERSON,Ukraine,"S6,SB5,SM6",../../../en/results/swimming/athlete-profile-n1341424-mereshko-yelyzaveta.htm
MERKLEIN Vico,MERKLEIN V,Male,1977-08-12,BERLIN,Germany,Germany,GER,Cycling Road,CRD,BABENHAUSEN,Germany,H3,../../../en/results/cycling-road/athlete-profile-n1371939-merklein-vico.htm
MERREN Tyler,MERREN T,Male,1984-05-29,"ALLEGAN, MI",United States of America,United States of America,USA,Goalball,GBL,"FORT WAYNE, IN",United States of America,B2,../../../en/results/goalball/athlete-profile-n1690606-merren-tyler.htm
MERRIEN Florian,MERRIEN F,Male,1984-11-21,MONT-SAINT-AIGNAN,France,France,FRA,Table Tennis,TTE,LE GRAND-QUEVILLY,France,3,../../../en/results/table-tennis/athlete-profile-n1358001-merrien-florian.htm
MERRILL Trenten,MERRILL T,Male,1990-05-18,"LAGUNA NIGUEL, CA",United States of America,United States of America,USA,Athletics,ATH,,,T64,../../../en/results/athletics/athlete-profile-n1572939-merrill-trenten.htm
MERRITT Amber,MERRITT A,Female,1993-02-17,PORTSMOUTH,Great Britain,Australia,AUS,Wheelchair Basketball,WBK,"PERTH, WA",Australia,4.5,../../../en/results/wheelchair-basketball/athlete-profile-n1425542-merritt-amber.htm
MESHAIMA Ahmed,MESHAIMA A,Male,1983-10-11,MANAMA,Bahrain,Bahrain,BRN,Athletics,ATH,SAR,Bahrain,F38,../../../en/results/athletics/athlete-profile-n1722072-meshaima-ahmed.htm
MESTRE Helder,MESTRE H,Male,1967-01-04,LISBON,Portugal,Portugal,POR,Athletics,ATH,LISBON,Portugal,T51,../../../en/results/athletics/athlete-profile-n1304497-mestre-helder.htm
METELKA Jozef,METELKA J,Male,1986-09-08,PIEST'ANY,Slovakia,Slovakia,SVK,Cycling Road,CRD,OXFORD,Great Britain,C4,../../../en/results/cycling-road/athlete-profile-n1720090-metelka-jozef.htm
METELKA Jozef,METELKA J,Male,1986-09-08,PIEST'ANY,Slovakia,Slovakia,SVK,Cycling Track,CTR,OXFORD,Great Britain,C4,../../../en/results/cycling-track/athlete-profile-n1720090-metelka-jozef.htm
MEYER Tobias,MEYER T,Male,1998-03-14,WURZBURG,Germany,Germany,GER,Shooting,SHO,,,SH1,../../../en/results/shooting/athlete-profile-n1337685-meyer-tobias.htm
MEZIK Robert,MEZIK R,Male,1977-10-01,ILAVA,Slovakia,Slovakia,SVK,Boccia,BOC,BRATISLAVA,Slovakia,BC2,../../../en/results/boccia/athlete-profile-n1720055-mezik-robert.htm
MEZO Boglarka,MEZO B,Female,1987-09-24,,,Hungary,HUN,Wheelchair Fencing,WFE,DEBRECEN,Hungary,B,../../../en/results/wheelchair-fencing/athlete-profile-n1728666-mezo-boglarka.htm
MHLONGO Mpumelelo,MHLONGO M,Male,1994-03-22,DURBAN,South Africa,South Africa,RSA,Athletics,ATH,CAPE TOWN,South Africa,T44,../../../en/results/athletics/athlete-profile-n1360872-mhlongo-mpumelelo.htm
MI Na,MI N,Female,1986-08-05,SHIJIAZHUANG,People's Republic of China,People's Republic of China,CHN,Athletics,ATH,CHINA,,F37,../../../en/results/athletics/athlete-profile-n1596258-mi-na.htm
MI Young Chin,MI YC,Male,1979-07-06,DORTMUND,Germany,Germany,GER,Badminton,BDM,,,WH1,../../../en/results/badminton/athlete-profile-n1483963-mi-young-chin.htm
