medal_type,medal_code,medal_date,athlete_short_name,athlete_name,athlete_sex,athlete_link,event,country,country_code,discipline,discipline_code
Gold Medal,1,2021-08-31 00:00:00.0,KRIVSHINA A,KRIVSHINA Anna,X,../../../en/results/swimming/athlete-profile-n1309722-krivshina-anna.htm,Mixed 4x100m Freestyle Relay - 49 Points,RPC,RPC,Swimming,SWM
Gold Medal,1,2021-08-31 00:00:00.0,PIKALOVA D,PIKALOVA Daria,X,../../../en/results/swimming/athlete-profile-n1325654-pikalova-daria.htm,Mixed 4x100m Freestyle Relay - 49 Points,RPC,RPC,Swimming,SWM
Silver Medal,2,2021-08-31 00:00:00.0,GOMES SANTIAGO MC,GOMES SANTIAGO Maria Carolina,X,../../../en/results/swimming/athlete-profile-n1361240-gomes-santiago-maria-carolina.htm,Mixed 4x100m Freestyle Relay - 49 Points,Brazil,BRA,Swimming,SWM
Silver Medal,2,2021-08-31 00:00:00.0,BELARMINO PEREIRA,BELARMINO PEREIRA Wendell,X,../../../en/results/swimming/athlete-profile-n1377421-belarmino-pereira-wendell.htm,Mixed 4x100m Freestyle Relay - 49 Points,Brazil,BRA,Swimming,SWM
Silver Medal,2,2021-08-31 00:00:00.0,MATERA D,MATERA Douglas,X,../../../en/results/swimming/athlete-profile-n1377764-matera-douglas.htm,Mixed 4x100m Freestyle Relay - 49 Points,Brazil,BRA,Swimming,SWM
Silver Medal,2,2021-08-31 00:00:00.0,da SILVA SOUSA L,da SILVA SOUSA Lucilene,X,../../../en/results/swimming/athlete-profile-n1385643-da-silva-sousa-lucilene.htm,Mixed 4x100m Freestyle Relay - 49 Points,Brazil,BRA,Swimming,SWM
Bronze Medal,3,2021-08-31 00:00:00.0,STETSENKO A,STETSENKO Anna,X,../../../en/results/swimming/athlete-profile-n1379469-stetsenko-anna.htm,Mixed 4x100m Freestyle Relay - 49 Points,Ukraine,UKR,Swimming,SWM
Bronze Medal,3,2021-08-31 00:00:00.0,VERAKSA M,VERAKSA Maksym,X,../../../en/results/swimming/athlete-profile-n1341403-veraksa-maksym.htm,Mixed 4x100m Freestyle Relay - 49 Points,Ukraine,UKR,Swimming,SWM
Bronze Medal,3,2021-08-31 00:00:00.0,GARASHCHENKO K,GARASHCHENKO Kyrylo,X,../../../en/results/swimming/athlete-profile-n1341530-garashchenko-kyrylo.htm,Mixed 4x100m Freestyle Relay - 49 Points,Ukraine,UKR,Swimming,SWM
Bronze Medal,3,2021-08-31 00:00:00.0,PIDDUBNA M,PIDDUBNA Maryna,X,../../../en/results/swimming/athlete-profile-n1378310-piddubna-maryna.htm,Mixed 4x100m Freestyle Relay - 49 Points,Ukraine,UKR,Swimming,SWM
Gold Medal,1,2021-08-31 00:00:00.0,JENKINS M,JENKINS Mikaela,W,../../../en/results/swimming/athlete-profile-n1690706-jenkins-mikaela.htm,Women's 100m Butterfly - S10,United States of America,USA,Swimming,SWM
Silver Medal,2,2021-08-31 00:00:00.0,GREENWOOD J,GREENWOOD Jasmine,W,../../../en/results/swimming/athlete-profile-n1498320-greenwood-jasmine.htm,Women's 100m Butterfly - S10,Australia,AUS,Swimming,SWM
Bronze Medal,3,2021-08-31 00:00:00.0,ZIJDERVELD C,ZIJDERVELD Chantalle,W,../../../en/results/swimming/athlete-profile-n1706390-zijderveld-chantalle.htm,Women's 100m Butterfly - S10,Netherlands,NED,Swimming,SWM
Gold Medal,1,2021-08-31 00:00:00.0,TERZI G,TERZI Giulia,W,../../../en/results/swimming/athlete-profile-n1683919-terzi-giulia.htm,Women's 100m Freestyle - S7,Italy,ITA,Swimming,SWM
Silver Medal,2,2021-08-31 00:00:00.0,COAN M,COAN McKenzie,W,../../../en/results/swimming/athlete-profile-n1690704-coan-mckenzie.htm,Women's 100m Freestyle - S7,United States of America,USA,Swimming,SWM
Bronze Medal,3,2021-08-31 00:00:00.0,MERESHKO Y,MERESHKO Yelyzaveta,W,../../../en/results/swimming/athlete-profile-n1341424-mereshko-yelyzaveta.htm,Women's 100m Freestyle - S7,Ukraine,UKR,Swimming,SWM
Bronze Medal,3,2021-08-31 00:00:00.0,JIANG Y,JIANG Yuyan,W,../../../en/results/swimming/athlete-profile-n1548952-jiang-yuyan.htm,Women's 100m Freestyle - S7,People's Republic of China,CHN,Swimming,SWM
Gold Medal,1,2021-08-31 00:00:00.0,PASCOE S,PASCOE Sophie,W,../../../en/results/swimming/athlete-profile-n1616457-pascoe-sophie.htm,Women's 100m Freestyle - S9,New Zealand,NZL,Swimming,SWM
Silver Medal,2,2021-08-31 00:00:00.0,GASCON S,GASCON Sarai,W,../../../en/results/swimming/athlete-profile-n1497947-gascon-sarai.htm,Women's 100m Freestyle - S9,Spain,ESP,Swimming,SWM
Bronze Medal,3,2021-08-31 00:00:00.0,RIBEIRO M,RIBEIRO Mariana,W,../../../en/results/swimming/athlete-profile-n1377420-ribeiro-mariana.htm,Women's 100m Freestyle - S9,Brazil,BRA,Swimming,SWM
Gold Medal,1,2021-08-31 00:00:00.0,GOMES SANTIAGO MC,GOMES SANTIAGO Maria Carolina,W,../../../en/results/swimming/athlete-profile-n1361240-gomes-santiago-maria-carolina.htm,Women's 100n Freestyle - S12,Brazil,BRA,Swimming,SWM
Silver Medal,2,2021-08-31 00:00:00.0,PIKALOVA D,PIKALOVA Daria,W,../../../en/results/swimming/athlete-profile-n1325654-pikalova-daria.htm,Women's 100n Freestyle - S12,RPC,RPC,Swimming,SWM
Bronze Medal,3,2021-08-31 00:00:00.0,RUSSELL H,RUSSELL Hannah,W,../../../en/results/swimming/athlete-profile-n1725310-russell-hannah.htm,Women's 100n Freestyle - S12,Great Britain,GBR,Swimming,SWM
Gold Medal,1,2021-08-31 00:00:00.0,SHABALINA V,SHABALINA Valeriia,W,../../../en/results/swimming/athlete-profile-n1325678-shabalina-valeriia.htm,Women's 200m Individual Medley - SM14,RPC,RPC,Swimming,SWM
Silver Medal,2,2021-08-31 00:00:00.0,FIRTH B,FIRTH Bethany,W,../../../en/results/swimming/athlete-profile-n1725304-firth-bethany.htm,Women's 200m Individual Medley - SM14,Great Britain,GBR,Swimming,SWM
Bronze Medal,3,2021-08-31 00:00:00.0,FIDDES L,FIDDES Louise,W,../../../en/results/swimming/athlete-profile-n1725323-fiddes-louise.htm,Women's 200m Individual Medley - SM14,Great Britain,GBR,Swimming,SWM
Gold Medal,1,2021-08-31 00:00:00.0,STICKNEY M,STICKNEY Morgan,W,../../../en/results/swimming/athlete-profile-n1690708-stickney-morgan.htm,Women's 400m Freestyle - S8,United States of America,USA,Swimming,SWM
Silver Medal,2,2021-08-31 00:00:00.0,LONG J,LONG Jessica,W,../../../en/results/swimming/athlete-profile-n1690685-long-jessica.htm,Women's 400m Freestyle - S8,United States of America,USA,Swimming,SWM
Bronze Medal,3,2021-08-31 00:00:00.0,PALAZZO XF,PALAZZO Xenia Francesca,W,../../../en/results/swimming/athlete-profile-n1683898-palazzo-xenia-francesca.htm,Women's 400m Freestyle - S8,Italy,ITA,Swimming,SWM
Gold Medal,1,2021-08-31 00:00:00.0,FERNANDEZ INFANTE,FERNANDEZ INFANTE Marta,W,../../../en/results/swimming/athlete-profile-n1448846-fernandez-infante-marta.htm,Women's 50m Breaststroke - SB3,Spain,ESP,Swimming,SWM
Silver Medal,2,2021-08-31 00:00:00.0,BUTKOVA N,BUTKOVA Nataliia,W,../../../en/results/swimming/athlete-profile-n1309687-butkova-nataliia.htm,Women's 50m Breaststroke - SB3,RPC,RPC,Swimming,SWM
Bronze Medal,3,2021-08-31 00:00:00.0,MIRANDA HERRERA N,MIRANDA HERRERA Nely,W,../../../en/results/swimming/athlete-profile-n1363333-miranda-herrera-nely.htm,Women's 50m Breaststroke - SB3,Mexico,MEX,Swimming,SWM
Gold Medal,1,2021-09-01 00:00:00.0,CHEN M,CHEN Minyi,W,../../../en/results/archery/athlete-profile-n1718233-chen-minyi.htm,Women's Individual - W1,People's Republic of China,CHN,Archery,ARC
Silver Medal,2,2021-09-01 00:00:00.0,MUSILOVA S,MUSILOVA Sarka,W,../../../en/results/archery/athlete-profile-n1462575-musilova-sarka.htm,Women's Individual - W1,Czech Republic,CZE,Archery,ARC
Bronze Medal,3,2021-09-01 00:00:00.0,RUMARY V,RUMARY Victoria,W,../../../en/results/archery/athlete-profile-n1716782-rumary-victoria.htm,Women's Individual - W1,Great Britain,GBR,Archery,ARC
Gold Medal,1,2021-09-01 00:00:00.0,PAEYO P,PAEYO Pongsakorn,M,../../../en/results/athletics/athlete-profile-n1726375-paeyo-pongsakorn.htm,Men's 100m - T53,Thailand,THA,Athletics,ATH
Silver Medal,2,2021-09-01 00:00:00.0,LAKATOS B,LAKATOS Brent,M,../../../en/results/athletics/athlete-profile-n1521911-lakatos-brent.htm,Men's 100m - T53,Canada,CAN,Athletics,ATH
Bronze Medal,3,2021-09-01 00:00:00.0,ALQURASHI A,ALQURASHI Adbulrahman,M,../../../en/results/athletics/athlete-profile-n1306283-alqurashi-adbulrahman.htm,Men's 100m - T53,Saudi Arabia,KSA,Athletics,ATH
Gold Medal,1,2021-09-01 00:00:00.0,PAENG-NUEA A,PAENG-NUEA Athiwat,M,../../../en/results/athletics/athlete-profile-n1726511-paeng-nuea-athiwat.htm,Men's 100m - T54,Thailand,THA,Athletics,ATH
Silver Medal,2,2021-09-01 00:00:00.0,TAHTI LP,TAHTI Leo Pekka,M,../../../en/results/athletics/athlete-profile-n1301133-tahti-leo-pekka.htm,Men's 100m - T54,Finland,FIN,Athletics,ATH
Bronze Medal,3,2021-09-01 00:00:00.0,CERVANTES GARCIA J,CERVANTES GARCIA Juan Pablo,M,../../../en/results/athletics/athlete-profile-n1363413-cervantes-garcia-juan-pablo.htm,Men's 100m - T54,Mexico,MEX,Athletics,ATH
Gold Medal,1,2021-09-01 00:00:00.0,VDOVIN A,VDOVIN Andrei,M,../../../en/results/athletics/athlete-profile-n1353673-vdovin-andrei.htm,Men's 400m - T37,RPC,RPC,Athletics,ATH
Silver Medal,2,2021-09-01 00:00:00.0,MAYHUGH N,MAYHUGH Nick,M,../../../en/results/athletics/athlete-profile-n1662559-mayhugh-nick.htm,Men's 400m - T37,United States of America,USA,Athletics,ATH
Bronze Medal,3,2021-09-01 00:00:00.0,KOBESOV C,KOBESOV Chermen,M,../../../en/results/athletics/athlete-profile-n1353689-kobesov-chermen.htm,Men's 400m - T37,RPC,RPC,Athletics,ATH
Gold Medal,1,2021-09-01 00:00:00.0,TAIMAZOV M,TAIMAZOV Musa,M,../../../en/results/athletics/athlete-profile-n1432361-taimazov-musa.htm,Men's Club Throw - F51,RPC,RPC,Athletics,ATH
Silver Medal,2,2021-09-01 00:00:00.0,DIMITRIJEVIC Z,DIMITRIJEVIC Zeljko,M,../../../en/results/athletics/athlete-profile-n1724954-dimitrijevic-zeljko.htm,Men's Club Throw - F51,Serbia,SRB,Athletics,ATH
Bronze Medal,3,2021-09-01 00:00:00.0,KUREJA M,KUREJA Marian,M,../../../en/results/athletics/athlete-profile-n1720049-kureja-marian.htm,Men's Club Throw - F51,Slovakia,SVK,Athletics,ATH
Gold Medal,1,2021-09-01 00:00:00.0,AFROOZ S,AFROOZ Saeid,M,../../../en/results/athletics/athlete-profile-n1516156-afrooz-saeid.htm,Men's Javelin Throw - F34,Islamic Republic of Iran,IRI,Athletics,ATH
Silver Medal,2,2021-09-01 00:00:00.0,VALENCIA M,VALENCIA Mauricio,M,../../../en/results/athletics/athlete-profile-n1351397-valencia-mauricio.htm,Men's Javelin Throw - F34,Colombia,COL,Athletics,ATH
Bronze Medal,3,2021-09-01 00:00:00.0,MENESES MEDINA DF,MENESES MEDINA Diego Fernando,M,../../../en/results/athletics/athlete-profile-n1352625-meneses-medina-diego-fernando.htm,Men's Javelin Throw - F34,Colombia,COL,Athletics,ATH
Gold Medal,1,2021-09-01 00:00:00.0,ZHU D,ZHU Dening,M,../../../en/results/athletics/athlete-profile-n1589591-zhu-dening.htm,Men's Long Jump - T38,People's Republic of China,CHN,Athletics,ATH
Silver Medal,2,2021-09-01 00:00:00.0,ZHONG H,ZHONG Huanghao,M,../../../en/results/athletics/athlete-profile-n1589491-zhong-huanghao.htm,Men's Long Jump - T38,People's Republic of China,CHN,Athletics,ATH
Bronze Medal,3,2021-09-01 00:00:00.0,LEMOS RIVAS JG,LEMOS RIVAS Jose Gregorio,M,../../../en/results/athletics/athlete-profile-n1352742-lemos-rivas-jose-gregorio.htm,Men's Long Jump - T38,Colombia,COL,Athletics,ATH
Gold Medal,1,2021-09-01 00:00:00.0,REHM M,REHM Markus,M,../../../en/results/athletics/athlete-profile-n1367436-rehm-markus.htm,Men's Long Jump - T64,Germany,GER,Athletics,ATH
Silver Medal,2,2021-09-01 00:00:00.0,PAVADE D,PAVADE Dimitri,M,../../../en/results/athletics/athlete-profile-n1366942-pavade-dimitri.htm,Men's Long Jump - T64,France,FRA,Athletics,ATH
Bronze Medal,3,2021-09-01 00:00:00.0,MERRILL T,MERRILL Trenten,M,../../../en/results/athletics/athlete-profile-n1572939-merrill-trenten.htm,Men's Long Jump - T64,United States of America,USA,Athletics,ATH
Gold Medal,1,2021-09-01 00:00:00.0,STEWART G,STEWART Greg,M,../../../en/results/athletics/athlete-profile-n1521902-stewart-greg.htm,Men's Shot Put - F46,Canada,CAN,Athletics,ATH
Silver Medal,2,2021-09-01 00:00:00.0,PROKHOROV N,PROKHOROV Nikita,M,../../../en/results/athletics/athlete-profile-n1383573-prokhorov-nikita.htm,Men's Shot Put - F46,RPC,RPC,Athletics,ATH
Bronze Medal,3,2021-09-01 00:00:00.0,CINNAMO J,CINNAMO Joshua,M,../../../en/results/athletics/athlete-profile-n1662490-cinnamo-joshua.htm,Men's Shot Put - F46,United States of America,USA,Athletics,ATH
Gold Medal,1,2021-09-01 00:00:00.0,SHI Y,SHI Yiting,W,../../../en/results/athletics/athlete-profile-n1595269-shi-yiting.htm,Women's 100m - T36,People's Republic of China,CHN,Athletics,ATH
Silver Medal,2,2021-09-01 00:00:00.0,IVANOVA E,IVANOVA Elena,W,../../../en/results/athletics/athlete-profile-n1353685-ivanova-elena.htm,Women's 100m - T36,RPC,RPC,Athletics,ATH
Bronze Medal,3,2021-09-01 00:00:00.0,AITCHISON D,AITCHISON Danielle,W,../../../en/results/athletics/athlete-profile-n1616439-aitchison-danielle.htm,Women's 100m - T36,New Zealand,NZL,Athletics,ATH
Gold Medal,1,2021-09-01 00:00:00.0,GAO F,GAO Fang,W,../../../en/results/athletics/athlete-profile-n1597956-gao-fang.htm,Women's 100m - T53,People's Republic of China,CHN,Athletics,ATH
Silver Medal,2,2021-09-01 00:00:00.0,ZHOU H,ZHOU Hongzhuan,W,../../../en/results/athletics/athlete-profile-n1597932-zhou-hongzhuan.htm,Women's 100m - T53,People's Republic of China,CHN,Athletics,ATH
Bronze Medal,3,2021-09-01 00:00:00.0,KINGHORN S,KINGHORN Samantha,W,../../../en/results/athletics/athlete-profile-n1727787-kinghorn-samantha.htm,Women's 100m - T53,Great Britain,GBR,Athletics,ATH
Gold Medal,1,2021-09-01 00:00:00.0,ZHOU Z,ZHOU Zhaoqian,W,../../../en/results/athletics/athlete-profile-n1597948-zhou-zhaoqian.htm,Women's 100m - T54,People's Republic of China,CHN,Athletics,ATH
Silver Medal,2,2021-09-01 00:00:00.0,KOTAJA A,KOTAJA Amanda,W,../../../en/results/athletics/athlete-profile-n1301125-kotaja-amanda.htm,Women's 100m - T54,Finland,FIN,Athletics,ATH
Bronze Medal,3,2021-09-01 00:00:00.0,MADSEN C,MADSEN Cheri,W,../../../en/results/athletics/athlete-profile-n1662388-madsen-cheri.htm,Women's 100m - T54,United States of America,USA,Athletics,ATH
Gold Medal,1,2021-09-01 00:00:00.0,TLILI R,TLILI Raoua,W,../../../en/results/athletics/athlete-profile-n1362099-tlili-raoua.htm,Women's Discus Throw - F41,Tunisia,TUN,Athletics,ATH
Silver Medal,2,2021-09-01 00:00:00.0,KARIM Y,KARIM Youssra,W,../../../en/results/athletics/athlete-profile-n1337951-karim-youssra.htm,Women's Discus Throw - F41,Morocco,MAR,Athletics,ATH
Bronze Medal,3,2021-09-01 00:00:00.0,EL GARAA H,EL GARAA Hayat,W,../../../en/results/athletics/athlete-profile-n1360512-el-garaa-hayat.htm,Women's Discus Throw - F41,Morocco,MAR,Athletics,ATH
Gold Medal,1,2021-09-01 00:00:00.0,MOSKALENKO A,MOSKALENKO Anastasiia,W,../../../en/results/athletics/athlete-profile-n1311595-moskalenko-anastasiia.htm,Women's Shot Put - F32,Ukraine,UKR,Athletics,ATH
Silver Medal,2,2021-09-01 00:00:00.0,KOZAKOWSKA R,KOZAKOWSKA Roza,W,../../../en/results/athletics/athlete-profile-n1428726-kozakowska-roza.htm,Women's Shot Put - F32,Poland,POL,Athletics,ATH
Bronze Medal,3,2021-09-01 00:00:00.0,GALAKTIONOVA E,GALAKTIONOVA Evgeniia,W,../../../en/results/athletics/athlete-profile-n1353676-galaktionova-evgeniia.htm,Women's Shot Put - F32,RPC,RPC,Athletics,ATH
Gold Medal,1,2021-09-01 00:00:00.0,LIPATNIKOVA G,LIPATNIKOVA Galina,W,../../../en/results/athletics/athlete-profile-n1353694-lipatnikova-galina.htm,Women's Shot Put - F36,RPC,RPC,Athletics,ATH
Silver Medal,2,2021-09-01 00:00:00.0,MARTINEZ RICO M,MARTINEZ RICO Miriam,W,../../../en/results/athletics/athlete-profile-n1448769-martinez-rico-miriam.htm,Women's Shot Put - F36,Spain,ESP,Athletics,ATH
Bronze Medal,3,2021-09-01 00:00:00.0,WU Q,WU Qing,W,../../../en/results/athletics/athlete-profile-n1596586-wu-qing.htm,Women's Shot Put - F36,People's Republic of China,CHN,Athletics,ATH
Gold Medal,1,2021-09-01 00:00:00.0,SMITH D,SMITH David,O,../../../en/results/boccia/athlete-profile-n1698798-smith-david.htm,Individual - BC1,Great Britain,GBR,Boccia,BOC
Silver Medal,2,2021-09-01 00:00:00.0,WEI LUN C,WEI LUN Chew,O,../../../en/results/boccia/athlete-profile-n1392757-wei-lun-chew.htm,Individual - BC1,Malaysia,MAS,Boccia,BOC
Bronze Medal,3,2021-09-01 00:00:00.0,de OLIVEIRA JCC,de OLIVEIRA Jose Carlos Chagas,O,../../../en/results/boccia/athlete-profile-n1338010-de-oliveira-jose-carlos-chagas.htm,Individual - BC1,Brazil,BRA,Boccia,BOC
Gold Medal,1,2021-09-01 00:00:00.0,SUGIMURA H,SUGIMURA Hidetaka,O,../../../en/results/boccia/athlete-profile-n1710972-sugimura-hidetaka.htm,Individual - BC2,Japan,JPN,Boccia,BOC
Silver Medal,2,2021-09-01 00:00:00.0,VONGSA W,VONGSA Watcharaphon,O,../../../en/results/boccia/athlete-profile-n1710501-vongsa-watcharaphon.htm,Individual - BC2,Thailand,THA,Boccia,BOC
Bronze Medal,3,2021-09-01 00:00:00.0,SANTOS M,SANTOS Maciel,O,../../../en/results/boccia/athlete-profile-n1338011-santos-maciel.htm,Individual - BC2,Brazil,BRA,Boccia,BOC
Gold Medal,1,2021-09-01 00:00:00.0,PESKA A,PESKA Adam,O,../../../en/results/boccia/athlete-profile-n1463156-peska-adam.htm,Individual - BC3,Czech Republic,CZE,Boccia,BOC
Silver Medal,2,2021-09-01 00:00:00.0,POLYCHRONIDIS G,POLYCHRONIDIS Grigorios,O,../../../en/results/boccia/athlete-profile-n1719416-polychronidis-grigorios.htm,Individual - BC3,Greece,GRE,Boccia,BOC
Bronze Medal,3,2021-09-01 00:00:00.0,MICHEL D,MICHEL Daniel,O,../../../en/results/boccia/athlete-profile-n1407265-michel-daniel.htm,Individual - BC3,Australia,AUS,Boccia,BOC
Gold Medal,1,2021-09-01 00:00:00.0,ANDREJCIK S,ANDREJCIK Samuel,O,../../../en/results/boccia/athlete-profile-n1720057-andrejcik-samuel.htm,Individual - BC4,Slovakia,SVK,Boccia,BOC
Silver Medal,2,2021-09-01 00:00:00.0,LARPYEN P,LARPYEN Pornchok,O,../../../en/results/boccia/athlete-profile-n1710735-larpyen-pornchok.htm,Individual - BC4,Thailand,THA,Boccia,BOC
Bronze Medal,3,2021-09-01 00:00:00.0,LEUNG YW,LEUNG Yuk Wing,O,../../../en/results/boccia/athlete-profile-n1318759-leung-yuk-wing.htm,Individual - BC4,"Hong Kong, China",HKG,Boccia,BOC
Gold Medal,1,2021-09-01 00:00:00.0,JOUANNY F,JOUANNY Florian,M,../../../en/results/cycling-road/athlete-profile-n1358083-jouanny-florian.htm,Men's H1-2 Road Race,France,FRA,Cycling Road,CRD
Silver Medal,2,2021-09-01 00:00:00.0,MAZZONE L,MAZZONE Luca,M,../../../en/results/cycling-road/athlete-profile-n1687180-mazzone-luca.htm,Men's H1-2 Road Race,Italy,ITA,Cycling Road,CRD
Bronze Medal,3,2021-09-01 00:00:00.0,GARROTE MUNOZ S,GARROTE MUNOZ Sergio,M,../../../en/results/cycling-road/athlete-profile-n1448803-garrote-munoz-sergio.htm,Men's H1-2 Road Race,Spain,ESP,Cycling Road,CRD
Gold Medal,1,2021-09-01 00:00:00.0,KUZNETSOV R,KUZNETSOV Ruslan,M,../../../en/results/cycling-road/athlete-profile-n1309024-kuznetsov-ruslan.htm,Men's H3 Road Race,RPC,RPC,Cycling Road,CRD
Silver Medal,2,2021-09-01 00:00:00.0,FREI H,FREI Heinz,M,../../../en/results/cycling-road/athlete-profile-n1642731-frei-heinz.htm,Men's H3 Road Race,Switzerland,SUI,Cycling Road,CRD
Bronze Medal,3,2021-09-01 00:00:00.0,ABLINGER W,ABLINGER Walter,M,../../../en/results/cycling-road/athlete-profile-n1341400-ablinger-walter.htm,Men's H3 Road Race,Austria,AUT,Cycling Road,CRD
Gold Medal,1,2021-09-01 00:00:00.0,PLAT J,PLAT Jetze,M,../../../en/results/cycling-road/athlete-profile-n1708671-plat-jetze.htm,Men's H4 Road Race,Netherlands,NED,Cycling Road,CRD
Silver Medal,2,2021-09-01 00:00:00.0,FRUEHWIRTH T,FRUEHWIRTH Thomas,M,../../../en/results/cycling-road/athlete-profile-n1341729-fruehwirth-thomas.htm,Men's H4 Road Race,Austria,AUT,Cycling Road,CRD
Bronze Medal,3,2021-09-01 00:00:00.0,GRITSCH A,GRITSCH Alexander,M,../../../en/results/cycling-road/athlete-profile-n1341733-gritsch-alexander.htm,Men's H4 Road Race,Austria,AUT,Cycling Road,CRD
Gold Medal,1,2021-09-01 00:00:00.0,VALIZE M,VALIZE Mitch,M,../../../en/results/cycling-road/athlete-profile-n1708821-valize-mitch.htm,Men's H5 Road Race,Netherlands,NED,Cycling Road,CRD
Silver Medal,2,2021-09-01 00:00:00.0,VERGNAUD L,VERGNAUD Loic,M,../../../en/results/cycling-road/athlete-profile-n1358074-vergnaud-loic.htm,Men's H5 Road Race,France,FRA,Cycling Road,CRD
Bronze Medal,3,2021-09-01 00:00:00.0,de VRIES T,de VRIES Tim,M,../../../en/results/cycling-road/athlete-profile-n1708824-de-vries-tim.htm,Men's H5 Road Race,Netherlands,NED,Cycling Road,CRD
Gold Medal,1,2021-09-01 00:00:00.0,JANSEN J,JANSEN Jennette,W,../../../en/results/cycling-road/athlete-profile-n1708818-jansen-jennette.htm,Women's H1-4 Road Race,Netherlands,NED,Cycling Road,CRD
Silver Medal,2,2021-09-01 00:00:00.0,ZEYEN A,ZEYEN Annika,W,../../../en/results/cycling-road/athlete-profile-n1371982-zeyen-annika.htm,Women's H1-4 Road Race,Germany,GER,Cycling Road,CRD
