Athlete Name,First Game,Sport,Sport Event,Medal Won,Home Country,Host Country,Game Name,Game Season,Year
Xiaoxiang DAI,London 2012,Archery,individual FITA Olympic round  70m men,BRONZE,People's Republic of China,Great Britain,London 2012,Summer,2012
Robelis DESPAIGNE,London 2012,Taekwondo,80 kg men,BRONZE,Cuba,Great Britain,London 2012,Summer,2012
Sebastian Eduardo CRISMANICH,London 2012,Taekwondo,68 - 80 kg men,GOLD,Argentina,Great Britain,London 2012,Summer,2012
Nicolas GARCIA HEMME,London 2012,Taekwondo,68 - 80 kg men,SILVER,Spain,Great Britain,London 2012,Summer,2012
Mohammad BAGHERI MOTAMED,London 2012,Taekwondo,58 - 68 kg men,SILVER,Islamic Republic of Iran,Great Britain,London 2012,Summer,2012
Terrence JENNINGS,London 2012,Taekwondo,58 - 68 kg men,BRONZE,United States of America,Great Britain,London 2012,Summer,2012
Yuzhuo HOU,London 2012,Taekwondo,49 - 57 kg women,SILVER,People's Republic of China,Great Britain,London 2012,Summer,2012
Marlene HARNOIS,London 2012,Taekwondo,49 - 57 kg women,BRONZE,France,Great Britain,London 2012,Summer,2012
Li-Cheng TSENG,London 2012,Taekwondo,49 - 57 kg women,BRONZE,Chinese Taipei,Great Britain,London 2012,Summer,2012
Anne Caroline GRAFFE,London 2012,Taekwondo,67 kg women,SILVER,France,Great Britain,London 2012,Summer,2012
Chanatip SONKHAM,London 2012,Taekwondo,49 kg women,BRONZE,Thailand,Great Britain,London 2012,Summer,2012
Robert SCHEIDT,Atlanta 1996,Sailing,single-handed dinghy open (Laser) mixed,GOLD,Brazil,United States,Atlanta 1996,Summer,1996
Geza IMRE,Atlanta 1996,Fencing,épée individual men,BRONZE,Hungary,United States,Atlanta 1996,Summer,1996
Ulrich KIRCHHOFF,Atlanta 1996,Equestrian Jumping,individual mixed,GOLD,Germany,United States,Atlanta 1996,Summer,1996
Kimberly RHODE,Atlanta 1996,Shooting,double trap 120 targets women,GOLD,United States of America,United States,Atlanta 1996,Summer,1996
Yan WANG,Atlanta 1996,Athletics,10000m walk women,BRONZE,People's Republic of China,United States,Atlanta 1996,Summer,1996
Balazs KISS,Atlanta 1996,Athletics,hammer throw men,GOLD,Hungary,United States,Atlanta 1996,Summer,1996
Michal MARTIKAN,Atlanta 1996,Canoe Slalom,C1 canoe single men,GOLD,Slovakia,United States,Atlanta 1996,Summer,1996
Ben AINSLIE,Atlanta 1996,Sailing,single-handed dinghy open (Laser) mixed,SILVER,Great Britain,United States,Atlanta 1996,Summer,1996
Jozef GONCI,Atlanta 1996,Shooting,50m rifle prone 60 shots men,BRONZE,Slovakia,United States,Atlanta 1996,Summer,1996
Ennio FALCO,Atlanta 1996,Shooting,skeet (125 targets) men,GOLD,Italy,United States,Atlanta 1996,Summer,1996
Artem KHADZHIBEKOV,Atlanta 1996,Shooting,10m air rifle 60 shots men,GOLD,Russian Federation,United States,Atlanta 1996,Summer,1996
Maria Valentina VEZZALI,Atlanta 1996,Fencing,foil individual women,SILVER,Italy,United States,Atlanta 1996,Summer,1996
Laura FLESSEL-COLOVIC,Atlanta 1996,Fencing,épée individual women,GOLD,France,United States,Atlanta 1996,Summer,1996
Clara HUGHES,Atlanta 1996,Cycling Road,individual road race women,BRONZE,Canada,United States,Atlanta 1996,Summer,1996
Judith ARNDT,Atlanta 1996,Cycling Track,individual pursuit women,BRONZE,Germany,United States,Atlanta 1996,Summer,1996
Magnus PETERSSON,Atlanta 1996,Archery,individual FITA Olympic round  70m men,SILVER,Sweden,United States,Atlanta 1996,Summer,1996
Zulfiya ZABIROVA,Atlanta 1996,Cycling Road,individual time trial women,GOLD,Russian Federation,United States,Atlanta 1996,Summer,1996
Ilya MARKOV,Atlanta 1996,Athletics,20km walk men,SILVER,Russian Federation,United States,Atlanta 1996,Summer,1996
Bong-Ju LEE,Atlanta 1996,Athletics,marathon men,SILVER,Republic of Korea,United States,Atlanta 1996,Summer,1996
Haile GEBRSELASSIE,Atlanta 1996,Athletics,10000m men,GOLD,Ethiopia,United States,Atlanta 1996,Summer,1996
Gete WAMI,Atlanta 1996,Athletics,10000m women,BRONZE,Ethiopia,United States,Atlanta 1996,Summer,1996
Ylenia SCAPIN,Atlanta 1996,Judo,66  72kg halfheavyweight women,BRONZE,Italy,United States,Atlanta 1996,Summer,1996
Mark HUIZINGA,Atlanta 1996,Judo,81  90kg middleweight men,BRONZE,Netherlands,United States,Atlanta 1996,Summer,1996
Isabel FERNANDEZ GUTIERREZ,Atlanta 1996,Judo,52  56kg lightweight women,BRONZE,Spain,United States,Atlanta 1996,Summer,1996
Sun Hui KYE,Atlanta 1996,Judo,48kg extralightweight women,GOLD,Democratic People's Republic of Korea,United States,Atlanta 1996,Summer,1996
Peer MOBERG,Atlanta 1996,Sailing,single-handed dinghy open (Laser) mixed,BRONZE,Norway,United States,Atlanta 1996,Summer,1996
Susanne KIERMAYER,Atlanta 1996,Shooting,double trap 120 targets women,SILVER,Germany,United States,Atlanta 1996,Summer,1996
Bradley MCGEE,Atlanta 1996,Cycling Track,Individual Pursuit men,BRONZE,Australia,United States,Atlanta 1996,Summer,1996
Amanda BEARD,Atlanta 1996,Swimming,200m breaststroke women,SILVER,United States of America,United States,Atlanta 1996,Summer,1996
Erick WAINAINA,Atlanta 1996,Athletics,marathon men,BRONZE,Kenya,United States,Atlanta 1996,Summer,1996
Paul TERGAT,Atlanta 1996,Athletics,10000m men,SILVER,Kenya,United States,Atlanta 1996,Summer,1996
Bernardo SEGURA,Atlanta 1996,Athletics,20km walk men,BRONZE,Mexico,United States,Atlanta 1996,Summer,1996
John GODINA,Atlanta 1996,Athletics,shot put men,SILVER,United States of America,United States,Atlanta 1996,Summer,1996
Hezekiel SEPENG,Atlanta 1996,Athletics,800m men,SILVER,South Africa,United States,Atlanta 1996,Summer,1996
James BECKFORD,Atlanta 1996,Athletics,long jump men,SILVER,Jamaica,United States,Atlanta 1996,Summer,1996
Inha BABAKOVA,Atlanta 1996,Athletics,high jump women,BRONZE,Ukraine,United States,Atlanta 1996,Summer,1996
Natalya SADOVA,Atlanta 1996,Athletics,discus throw women,SILVER,Russian Federation,United States,Atlanta 1996,Summer,1996
Tomas DVORAK,Atlanta 1996,Athletics,decathlon men,BRONZE,Czech Republic,United States,Atlanta 1996,Summer,1996
Denise LEWIS,Atlanta 1996,Athletics,heptathlon women,BRONZE,Great Britain,United States,Atlanta 1996,Summer,1996
Natalya SAZANOVICH,Atlanta 1996,Athletics,heptathlon women,SILVER,Belarus,United States,Atlanta 1996,Summer,1996
Vasiliy KAPTYUKH,Atlanta 1996,Athletics,discus throw men,BRONZE,Belarus,United States,Atlanta 1996,Summer,1996
Guivi SISSAOURI,Atlanta 1996,Wrestling,"Bantamweight, Freestyle (≤57 kilograms) Men",SILVER,Canada,United States,Atlanta 1996,Summer,1996
Sergey LISHTVAN,Atlanta 1996,Wrestling,"Heavyweight, Greco-Roman (≤100 kilograms) Men",SILVER,Belarus,United States,Atlanta 1996,Summer,1996
Hamza YERLIKAYA,Atlanta 1996,Wrestling,"Middleweight, Greco-Roman (≤82 kilograms) Men",GOLD,Turkey,United States,Atlanta 1996,Summer,1996
Namig ABDULLAYEV,Atlanta 1996,Wrestling,"Flyweight, Freestyle (≤52 kilograms) Men",SILVER,Azerbaijan,United States,Atlanta 1996,Summer,1996
Elbrus TEDEYEV,Atlanta 1996,Wrestling,"Featherweight, Freestyle (≤62 kilograms) Men",BRONZE,Ukraine,United States,Atlanta 1996,Summer,1996
Filiberto AZCUY,Atlanta 1996,Wrestling,"Welterweight, Greco-Roman (≤74 kilograms) Men",GOLD,Cuba,United States,Atlanta 1996,Summer,1996
Sven ROTHENBERGER,Atlanta 1996,Equestrian Dressage,individual mixed,BRONZE,Netherlands,United States,Atlanta 1996,Summer,1996
Tom MALCHOW,Atlanta 1996,Swimming,200m butterfly men,SILVER,United States of America,United States,Atlanta 1996,Summer,1996
Graeme SMITH,Atlanta 1996,Swimming,1500m freestyle men,BRONZE,Great Britain,United States,Atlanta 1996,Summer,1996
Fernando SCHERER,Atlanta 1996,Swimming,50m freestyle men,BRONZE,Brazil,United States,Atlanta 1996,Summer,1996
Petria THOMAS,Atlanta 1996,Swimming,200m butterfly women,SILVER,Australia,United States,Atlanta 1996,Summer,1996
Agnes KOVACS,Atlanta 1996,Swimming,200m breaststroke women,BRONZE,Hungary,United States,Atlanta 1996,Summer,1996
Claudia POLL AHRENS,Atlanta 1996,Swimming,200m freestyle women,GOLD,Costa Rica,United States,Atlanta 1996,Summer,1996
Leonidas SAMPANIS,Atlanta 1996,Weightlifting,54  59kg bantamweight men,SILVER,Greece,United States,Atlanta 1996,Summer,1996
Xugang ZHAN,Atlanta 1996,Weightlifting,64  70kg lightweight men,GOLD,People's Republic of China,United States,Atlanta 1996,Summer,1996
Ying HE,Atlanta 1996,Archery,individual FITA Olympic round  70m women,SILVER,People's Republic of China,United States,Atlanta 1996,Summer,1996
Olga KOUSNETSOVA,Atlanta 1996,Shooting,10m air pistol 40 shots women,GOLD,Russian Federation,United States,Atlanta 1996,Summer,1996
Lance BADE,Atlanta 1996,Shooting,trap 125 targets men,BRONZE,United States of America,United States,Atlanta 1996,Summer,1996
Paola PEZZO,Atlanta 1996,Cycling Mountain Bike,cross-country women,GOLD,Italy,United States,Atlanta 1996,Summer,1996
Bart BRENTJENS,Atlanta 1996,Cycling Mountain Bike,cross-country men,GOLD,Netherlands,United States,Atlanta 1996,Summer,1996
Thomas FRISCHKNECHT,Atlanta 1996,Cycling Mountain Bike,cross-country men,SILVER,Switzerland,United States,Atlanta 1996,Summer,1996
Miguel MARTINEZ,Atlanta 1996,Cycling Mountain Bike,cross-country men,BRONZE,France,United States,Atlanta 1996,Summer,1996
Alexander PARYGIN,Atlanta 1996,Modern Pentathlon,Individual competition men,GOLD,Kazakhstan,United States,Atlanta 1996,Summer,1996
Marius Daniel URZICA,Atlanta 1996,Gymnastics Artistic,pommel horse men,SILVER,Romania,United States,Atlanta 1996,Summer,1996
Alexei NEMOV,Atlanta 1996,Gymnastics Artistic,pommel horse men,BRONZE,Russian Federation,United States,Atlanta 1996,Summer,1996
Svetlana KHORKINA,Atlanta 1996,Gymnastics Artistic,uneven bars women,GOLD,Russian Federation,United States,Atlanta 1996,Summer,1996
Damien TOUYA,Atlanta 1996,Fencing,sabre individual men,BRONZE,France,United States,Atlanta 1996,Summer,1996
Oleg SAITOV,Atlanta 1996,Boxing,63.5-67kg welterweight men,GOLD,Russian Federation,United States,Atlanta 1996,Summer,1996
Marian SIMION,Atlanta 1996,Boxing,63.5-67kg welterweight men,BRONZE,Romania,United States,Atlanta 1996,Summer,1996
Gal FRIDMAN,Atlanta 1996,Sailing,Mistral - Windsurfer men,BRONZE,Israel,United States,Atlanta 1996,Summer,1996
Mateusz KUSZNIEREWICZ,Atlanta 1996,Sailing,Finn - One Person Dinghy (Heavyweight) men,GOLD,Poland,United States,Atlanta 1996,Summer,1996
Sebastien GODEFROID,Atlanta 1996,Sailing,Finn - One Person Dinghy (Heavyweight) men,SILVER,Belgium,United States,Atlanta 1996,Summer,1996
Fuming SUN,Atlanta 1996,Judo,72kg heavyweight women,GOLD,People's Republic of China,United States,Atlanta 1996,Summer,1996
Tadahiro NOMURA,Atlanta 1996,Judo,Atlanta 1996 Judo - 60 kg men,GOLD,Japan,United States,Atlanta 1996,Summer,1996
Martin DOKTOR,Atlanta 1996,Canoe Sprint,C1 500m canoe single men,GOLD,Czech Republic,United States,Atlanta 1996,Summer,1996
Pascal RICHARD,Atlanta 1996,Cycling Road,individual road race men,GOLD,Switzerland,United States,Atlanta 1996,Summer,1996
Kenzo NAKAMURA,Atlanta 1996,Judo,66  73kg lightweight men,GOLD,Japan,United States,Atlanta 1996,Summer,1996
Girolamo GIOVINAZZO,Atlanta 1996,Judo,Atlanta 1996 Judo - 60 kg men,SILVER,Italy,United States,Atlanta 1996,Summer,1996
Yukimasa NAKAMURA,Atlanta 1996,Judo,60  66kg halflightweight men,SILVER,Japan,United States,Atlanta 1996,Summer,1996
Henrique GUIMARAES,Atlanta 1996,Judo,60  66kg halflightweight men,BRONZE,Brazil,United States,Atlanta 1996,Summer,1996
Djamel BOURAS,Atlanta 1996,Judo,73  81kg halfmiddleweight men,GOLD,France,United States,Atlanta 1996,Summer,1996
Christine CICOT,Atlanta 1996,Judo,72kg heavyweight women,BRONZE,France,United States,Atlanta 1996,Summer,1996
Noriko NARAZAKI,Atlanta 1996,Judo,48  52kg halflightweight women,BRONZE,Japan,United States,Atlanta 1996,Summer,1996
Armen BAGDASAROV,Atlanta 1996,Judo,81  90kg middleweight men,SILVER,Uzbekistan,United States,Atlanta 1996,Summer,1996
Marisabel LOMBA,Atlanta 1996,Judo,52  56kg lightweight women,BRONZE,Belgium,United States,Atlanta 1996,Summer,1996
Valerie BARLOIS,Atlanta 1996,Fencing,épée individual women,SILVER,France,United States,Atlanta 1996,Summer,1996
Ivan TREVEJO,Atlanta 1996,Fencing,épée individual men,SILVER,Cuba,United States,Atlanta 1996,Summer,1996
Lionel PLUMENAIL,Atlanta 1996,Fencing,foil individual men,SILVER,France,United States,Atlanta 1996,Summer,1996
Florian ROUSSEAU,Atlanta 1996,Cycling Track,1km time trial men,GOLD,France,United States,Atlanta 1996,Summer,1996
Martin NOTHSTEIN,Atlanta 1996,Cycling Track,Sprint individual men,SILVER,United States of America,United States,Atlanta 1996,Summer,1996
Michelle FERRIS,Atlanta 1996,Cycling Track,sprint women,SILVER,Australia,United States,Atlanta 1996,Summer,1996
Antonella BELLUTTI,Atlanta 1996,Cycling Track,individual pursuit women,GOLD,Italy,United States,Atlanta 1996,Summer,1996
Guoliang LIU,Atlanta 1996,Table Tennis,Singles men,GOLD,People's Republic of China,United States,Atlanta 1996,Summer,1996
Alexandra LEDERMANN,Atlanta 1996,Equestrian Jumping,individual mixed,BRONZE,France,United States,Atlanta 1996,Summer,1996
Simona AMANAR,Atlanta 1996,Gymnastics Artistic,vault women,GOLD,Romania,United States,Atlanta 1996,Summer,1996
Ioannis MELISSANIDIS,Atlanta 1996,Gymnastics Artistic,floor exercises men,GOLD,Greece,United States,Atlanta 1996,Summer,1996
Amy CHOW,Atlanta 1996,Gymnastics Artistic,uneven bars women,SILVER,United States of America,United States,Atlanta 1996,Summer,1996
Kwon-Ho SIM,Atlanta 1996,Wrestling,"Light-Flyweight, Greco-Roman (≤48 kilograms) Men",GOLD,Republic of Korea,United States,Atlanta 1996,Summer,1996
Andriy KALASHNIKOV,Atlanta 1996,Wrestling,"Flyweight, Greco-Roman (≤52 kilograms) Men",BRONZE,Ukraine,United States,Atlanta 1996,Summer,1996
Hyun-Mo YANG,Atlanta 1996,Wrestling,"Middleweight, Freestyle (≤82 kilograms) Men",SILVER,Republic of Korea,United States,Atlanta 1996,Summer,1996
Abbas JADIDI,Atlanta 1996,Wrestling,"Heavyweight, Freestyle (≤100 kilograms) Men",SILVER,Islamic Republic of Iran,United States,Atlanta 1996,Summer,1996
Aleksey MEDVEDEV,Atlanta 1996,Wrestling,"Super-Heavyweight, Freestyle (≤130 kilograms) Men",SILVER,Belarus,United States,Atlanta 1996,Summer,1996
Valery TSILENT,Atlanta 1996,Wrestling,"Middleweight, Greco-Roman (≤82 kilograms) Men",BRONZE,Belarus,United States,Atlanta 1996,Summer,1996
Vyacheslav OLIYNYK,Atlanta 1996,Wrestling,"Light-Heavyweight, Greco-Roman (≤90 kilograms) Men",GOLD,Ukraine,United States,Atlanta 1996,Summer,1996
Marko ASELL,Atlanta 1996,Wrestling,"Welterweight, Greco-Roman (≤74 kilograms) Men",SILVER,Finland,United States,Atlanta 1996,Summer,1996
Maulen MAMYROV,Atlanta 1996,Wrestling,"Flyweight, Freestyle (≤52 kilograms) Men",BRONZE,Kazakhstan,United States,Atlanta 1996,Summer,1996
Zaza ZOZIROV,Atlanta 1996,Wrestling,"Lightweight, Freestyle (≤68 kilograms) Men",BRONZE,Ukraine,United States,Atlanta 1996,Summer,1996
Yuriy MELNICHENKO,Atlanta 1996,Wrestling,"Bantamweight, Greco-Roman (≤57 kilograms) Men",GOLD,Kazakhstan,United States,Atlanta 1996,Summer,1996
Arawat SABEJEW,Atlanta 1996,Wrestling,"Heavyweight, Freestyle (≤100 kilograms) Men",BRONZE,Germany,United States,Atlanta 1996,Summer,1996
Jae-Sung JANG,Atlanta 1996,Wrestling,"Featherweight, Freestyle (≤62 kilograms) Men",SILVER,Republic of Korea,United States,Atlanta 1996,Summer,1996
Yong Sam RI,Atlanta 1996,Wrestling,"Bantamweight, Freestyle (≤57 kilograms) Men",BRONZE,Democratic People's Republic of Korea,United States,Atlanta 1996,Summer,1996
Aleksey PETROV,Atlanta 1996,Weightlifting,83 - 91kg middle-heavyweight men,GOLD,Russian Federation,United States,Atlanta 1996,Summer,1996
Andrey CHEMERKIN,Atlanta 1996,Weightlifting,108kg super heavyweight men,GOLD,Russian Federation,United States,Atlanta 1996,Summer,1996
Hailiang XIAO,Atlanta 1996,Diving,10m platform men,BRONZE,People's Republic of China,United States,Atlanta 1996,Summer,1996
Petra HORNEBER,Atlanta 1996,Shooting,10m air rifle 40 shots women,SILVER,Germany,United States,Atlanta 1996,Summer,1996
Ling YANG,Atlanta 1996,Shooting,50m running target 3030 shot men,GOLD,People's Republic of China,United States,Atlanta 1996,Summer,1996
Deserie HUDDLESTON,Atlanta 1996,Shooting,double trap 120 targets women,BRONZE,Australia,United States,Atlanta 1996,Summer,1996
Josh LAKATOS,Atlanta 1996,Shooting,trap 125 targets men,SILVER,United States of America,United States,Atlanta 1996,Summer,1996
Olena VITRYCHENKO,Atlanta 1996,Gymnastics Rhythmic,individual all-round women,BRONZE,Ukraine,United States,Atlanta 1996,Summer,1996
Olena SADOVNYCHA,Atlanta 1996,Archery,individual FITA Olympic round  70m women,BRONZE,Ukraine,United States,Atlanta 1996,Summer,1996
Margriet MATTHIJSSE,Atlanta 1996,Sailing,single-handed dinghy (Europe) women,SILVER,Netherlands,United States,Atlanta 1996,Summer,1996
Kristine ROUG,Atlanta 1996,Sailing,single-handed dinghy (Europe) women,GOLD,Denmark,United States,Atlanta 1996,Summer,1996
Courtenay BECKER-DEY,Atlanta 1996,Sailing,single-handed dinghy (Europe) women,BRONZE,United States of America,United States,Atlanta 1996,Summer,1996
Abraham OLANO,Atlanta 1996,Cycling Road,individual time trial men,SILVER,Spain,United States,Atlanta 1996,Summer,1996
Max SCIANDRI,Atlanta 1996,Cycling Road,individual road race men,BRONZE,Great Britain,United States,Atlanta 1996,Summer,1996
Rolf SOERENSEN,Atlanta 1996,Cycling Road,individual road race men,SILVER,Denmark,United States,Atlanta 1996,Summer,1996
Josia THUGWANE,Atlanta 1996,Athletics,marathon men,GOLD,South Africa,United States,Atlanta 1996,Summer,1996
Gabriela SZABO,Atlanta 1996,Athletics,1500m women,SILVER,Romania,United States,Atlanta 1996,Summer,1996
Astrid KUMBERNUSS,Atlanta 1996,Athletics,shot put women,GOLD,Germany,United States,Atlanta 1996,Summer,1996
Mark CREAR,Atlanta 1996,Athletics,110m hurdles men,SILVER,United States of America,United States,Atlanta 1996,Summer,1996
Allen JOHNSON,Atlanta 1996,Athletics,110m hurdles men,GOLD,United States of America,United States,Atlanta 1996,Summer,1996
Vladimir DUBROVSHCHIK,Atlanta 1996,Athletics,discus throw men,SILVER,Belarus,United States,Atlanta 1996,Summer,1996
Frank BUSEMANN,Atlanta 1996,Athletics,decathlon men,SILVER,Germany,United States,Atlanta 1996,Summer,1996
Fatuma ROBA,Atlanta 1996,Athletics,marathon women,GOLD,Ethiopia,United States,Atlanta 1996,Summer,1996
Maikro ROMERO,Atlanta 1996,Boxing,48-51kg flyweight men,GOLD,Cuba,United States,Atlanta 1996,Summer,1996
Raimkul MALAKHBEKOV,Atlanta 1996,Boxing,51-54kg bantamweight men,BRONZE,Russian Federation,United States,Atlanta 1996,Summer,1996
Yermakhan IBRAIMOV,Atlanta 1996,Boxing,67  71kg lightmiddleweight men,BRONZE,Kazakhstan,United States,Atlanta 1996,Summer,1996
Tom DOLAN,Atlanta 1996,Swimming,400m individual medley men,GOLD,United States of America,United States,Atlanta 1996,Summer,1996
